Country,Year,Indice de criminalité,Latitude,Longitude
Serbie,2018-01-01T00:00:00,9.489438496776373,44.0320459143,20.8054576928
Serbie,2017-01-01T00:00:00,8.938344174507941,44.0320459143,20.8054576928
Serbie,2016-01-01T00:00:00,10.041328878936511,44.0320459143,20.8054576928
Serbie,2015-01-01T00:00:00,10.04394962893772,44.0320459143,20.8054576928
Serbie,2014-01-01T00:00:00,11.317918316291772,44.0320459143,20.8054576928
Serbie,2013-01-01T00:00:00,13.086113422450108,44.0320459143,20.8054576928
Serbie,2012-01-01T00:00:00,8.804846151212946,44.0320459143,20.8054576928
Serbie,2011-01-01T00:00:00,8.796594970159047,44.0320459143,20.8054576928
Serbie,2010-01-01T00:00:00,7.944482427007249,44.0320459143,20.8054576928
Serbie,2009-01-01T00:00:00,8.242467559033784,44.0320459143,20.8054576928
Serbie,2008-01-01T00:00:00,8.48849480229273,44.0320459143,20.8054576928
Slovaquie,2022-01-01T00:00:00,4.826862885637344,48.7075308513,19.4916510637
Slovaquie,2021-01-01T00:00:00,4.468410904336535,48.7075308513,19.4916510637
Slovaquie,2020-01-01T00:00:00,5.100763803819527,48.7075308513,19.4916510637
Slovaquie,2019-01-01T00:00:00,5.401360772801558,48.7075308513,19.4916510637
Slovaquie,2018-01-01T00:00:00,6.30339816906641,48.7075308513,19.4916510637
Slovaquie,2017-01-01T00:00:00,7.318767906196191,48.7075308513,19.4916510637
Slovaquie,2016-01-01T00:00:00,7.749319208468451,48.7075308513,19.4916510637
Slovaquie,2015-01-01T00:00:00,8.089140477816354,48.7075308513,19.4916510637
Slovaquie,2014-01-01T00:00:00,10.139400912964614,48.7075308513,19.4916510637
Slovaquie,2013-01-01T00:00:00,11.518491527174087,48.7075308513,19.4916510637
Slovaquie,2012-01-01T00:00:00,11.629311828332595,48.7075308513,19.4916510637
Slovaquie,2011-01-01T00:00:00,12.420884026157948,48.7075308513,19.4916510637
Slovaquie,2010-01-01T00:00:00,14.08287355714287,48.7075308513,19.4916510637
Slovaquie,2009-01-01T00:00:00,12.2296294970812,48.7075308513,19.4916510637
Slovaquie,2008-01-01T00:00:00,12.65628411673012,48.7075308513,19.4916510637
Slovénie,2022-01-01T00:00:00,17.110103293902938,46.1235634028,14.8265364091
Slovénie,2021-01-01T00:00:00,14.740171862475119,46.1235634028,14.8265364091
Slovénie,2020-01-01T00:00:00,20.878621097774428,46.1235634028,14.8265364091
Slovénie,2019-01-01T00:00:00,21.957414972071586,46.1235634028,14.8265364091
Slovénie,2018-01-01T00:00:00,18.278644998704273,46.1235634028,14.8265364091
Slovénie,2017-01-01T00:00:00,20.156334333165866,46.1235634028,14.8265364091
